0.000000 0.000000 0.000000 0.000000 0.000000
25	22	-509	0.334	5
-40	4	-521	0.335	6
-61	-3	-521	0.337	7
-11	-22	-493	0.340	8
-22	-13	-538	0.343	9
-11	-26	-504	0.384	10
-25	-42	-509	0.463	11
-18	-36	-512	0.548	12
-13	-45	-516	0.634	13
-15	-40	-515	0.719	14
-14	-37	-516	0.795	15
-12	-34	-515	0.865	16
-14	-34	-514	0.931	17
-14	-37	-513	0.987	18
-14	-33	-515	1.040	19
-14	-37	-514	1.083	20
-15	-40	-513	1.122	21
-15	-40	-515	1.155	22
-16	-43	-513	1.181	23
-16	-37	-514	1.203	24
-14	-38	-515	1.223	25
-16	-40	-513	1.239	26
-13	-40	-515	1.253	27
-12	-41	-514	1.261	28
-11	-40	-516	1.272	29
-12	-45	-514	1.278	30
-11	-45	-514	1.283	31
-12	-49	-513	1.288	32
-12	-49	-514	1.290	33
-11	-50	-513	1.292	34
-11	-51	-515	1.293	35
-12	-53	-512	1.291	36
-9	-47	-514	1.294	37
-9	-51	-512	1.297	38
-7	-46	-513	1.301	39
-6	-46	-515	1.304	40
-6	-47	-514	1.307	41
-6	-48	-514	1.306	42
-4	-50	-514	1.309	43
-6	-52	-513	1.309	44
-7	-49	-513	1.308	45
-6	-47	-514	1.305	46
-7	-48	-512	1.304	47
-7	-46	-513	1.297	48
-7	-45	-513	1.290	49
-6	-44	-514	1.281	50
-6	-45	-514	1.267	51
-6	-44	-514	1.255	52
-6	-44	-514	1.241	53
-7	-43	-514	1.227	54
-7	-45	-513	1.213	55
-6	-43	-514	1.200	56
-8	-42	-513	1.188	57
-8	-43	-514	1.177	58
-9	-44	-513	1.167	59
-7	-46	-513	1.160	60
-6	-46	-514	1.152	61
-7	-47	-513	1.145	62
-7	-47	-514	1.139	63
-8	-44	-514	1.133	64
-7	-45	-514	1.130	65
-9	-46	-512	1.125	66
-7	-47	-513	1.124	67
-7	-47	-514	1.120	68
-6	-45	-515	1.118	69
-8	-46	-513	1.114	70
-7	-46	-513	1.112	71
-7	-46	-514	1.110	72
-7	-45	-514	1.106	73
-7	-47	-513	1.105	74
-7	-46	-514	1.103	75
-8	-45	-513	1.099	76
-7	-46	-513	1.098	77
-7	-47	-513	1.097	78
-6	-47	-514	1.094	79
-6	-46	-514	1.093	80
-7	-48	-513	1.090	81
-7	-48	-513	1.087	82
-7	-49	-514	1.086	83
-7	-49	-514	1.085	84
-7	-48	-513	1.081	85
-8	-49	-513	1.080	86
-7	-49	-514	1.076	87
-8	-48	-514	1.075	88
-8	-50	-513	1.075	89
-7	-49	-513	1.072	90
-7	-50	-513	1.070	91
-7	-49	-513	1.068	92
-7	-51	-513	1.066	93
-7	-51	-514	1.062	94
-7	-51	-514	1.062	95
-7	-51	-514	1.060	96
-7	-50	-514	1.057	97
-7	-50	-514	1.055	98
