0.000000 0.000000 0.000000 0.000000 0.000000
-50	-54	-518	0.318	5
-24	-56	-522	0.318	6
-45	-69	-493	0.319	7
-52	-59	-515	0.322	8
-42	-52	-521	0.323	9
-40	-51	-510	0.330	10
-36	-36	-533	0.341	11
-29	-34	-512	0.359	12
-15	-63	-520	0.385	13
-12	-63	-505	0.413	14
-8	-59	-517	0.442	15
-13	-56	-515	0.470	16
4	-52	-496	0.495	17
-9	-60	-519	0.511	18
-8	-60	-516	0.529	19
-8	-63	-515	0.542	20
-8	-58	-515	0.558	21
-10	-62	-513	0.575	22
-5	-55	-516	0.589	23
-11	-59	-513	0.606	24
-7	-57	-514	0.621	25
-8	-59	-514	0.633	26
-10	-61	-512	0.646	27
-9	-60	-514	0.657	28
-7	-61	-515	0.666	29
-8	-59	-515	0.677	30
-8	-60	-515	0.684	31
-9	-59	-514	0.691	32
-7	-61	-514	0.698	33
-8	-60	-515	0.703	34
-9	-63	-513	0.708	35
-8	-62	-514	0.713	36
-8	-62	-515	0.716	37
-8	-63	-514	0.720	38
-8	-61	-515	0.724	39
-9	-63	-514	0.726	40
-8	-64	-514	0.730	41
-9	-65	-514	0.733	42
-9	-66	-514	0.733	43
-10	-66	-514	0.737	44
-9	-67	-514	0.737	45
-10	-66	-514	0.739	46
-9	-67	-514	0.741	47
-9	-68	-514	0.742	48
-8	-66	-514	0.745	49
-9	-65	-514	0.745	50
-10	-67	-513	0.747	51
-10	-67	-513	0.748	52
-10	-67	-514	0.749	53
-8	-68	-514	0.749	54
-9	-69	-514	0.751	55
-10	-69	-514	0.751	56
-8	-66	-516	0.753	57
-9	-68	-515	0.753	58
-11	-70	-512	0.754	59
-8	-68	-515	0.755	60
-9	-70	-514	0.756	61
-9	-70	-514	0.755	62
-8	-69	-514	0.758	63
-9	-68	-515	0.757	64
-10	-71	-514	0.758	65
-10	-70	-514	0.759	66
-9	-69	-514	0.758	67
-11	-72	-513	0.760	68
-11	-74	-513	0.760	69
-11	-72	-514	0.761	70
-9	-72	-515	0.760	71
-10	-73	-514	0.761	72
-11	-74	-514	0.761	73
-10	-75	-514	0.762	74
-12	-72	-514	0.762	75
-12	-75	-512	0.762	76
-9	-72	-514	0.762	77
-9	-71	-514	0.762	78
-11	-73	-514	0.762	79
-11	-72	-514	0.762	80
-10	-73	-514	0.762	81
-10	-73	-514	0.762	82
-10	-75	-513	0.762	83
-11	-76	-514	0.764	84
-11	-74	-514	0.762	85
-10	-76	-514	0.762	86
-10	-76	-514	0.763	87
-10	-76	-515	0.762	88
-11	-76	-514	0.762	89
-11	-77	-513	0.763	90
-11	-75	-514	0.762	91
-11	-78	-512	0.762	92
-10	-77	-514	0.762	93
-9	-75	-516	0.762	94
-10	-76	-515	0.762	95
-11	-78	-514	0.761	96
-11	-80	-513	0.761	97
-11	-80	-513	0.760	98
-10	-80	-513	0.761	99
-11	-81	-513	0.761	100
-12	-80	-513	0.761	101
-11	-79	-514	0.761	102
-12	-82	-513	0.762	103
-11	-81	-513	0.759	104
-11	-81	-513	0.759	105
-13	-82	-513	0.759	106
-12	-83	-514	0.759	107
-12	-83	-513	0.759	108
-12	-82	-513	0.758	109
-14	-84	-512	0.758	110
-11	-83	-513	0.758	111
-11	-84	-513	0.758	112
-11	-85	-513	0.756	113
-11	-84	-513	0.756	114
-11	-85	-514	0.755	115
-12	-84	-514	0.754	116
-12	-85	-513	0.754	117
-13	-85	-513	0.755	118
